,ski_resort,city,city_2,state,abbreviation,state_2,url,url_2
261,Mission Ridge,Wenatchee,Wenatchee%2C%20,Washington,WA,Wenatchee%2C%20WA,https://www.airbnb.com/s/Wenatchee--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Wenatchee%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Wenatchee--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Wenatchee%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
262,Steamboat,Steamboat-Springs,Steamboat%20Springs%2C%20,Colorado,CO,Steamboat%20Springs%2C%20CO,https://www.airbnb.com/s/Steamboat-Springs--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Steamboat%20Springs%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Steamboat-Springs--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Steamboat%20Springs%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
263,Stevens Pass,Skykosh,Skykosh%2C%20,Washington,WA,Skykosh%2C%20WA,https://www.airbnb.com/s/Skykosh--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Skykosh%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Skykosh--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Skykosh%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
264,Stowe Mountain,Stowe,Stowe%2C%20,Vermont,VE,Stowe%2C%20VE,https://www.airbnb.com/s/Stowe--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Stowe%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Stowe--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Stowe%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
265,Stratton Mountain,Stratton-Mountain,Stratton%20Mountain%2C%20,Vermont,VE,Stratton%20Mountain%2C%20VE,https://www.airbnb.com/s/Stratton-Mountain--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Stratton%20Mountain%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Stratton-Mountain--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Stratton%20Mountain%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
266,Sugar Bowl,Norden,Norden%2C%20,California,CA,Norden%2C%20CA,https://www.airbnb.com/s/Norden--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Norden%2C%20CA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Norden--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Norden%2C%20CA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
267,Sugar Mountain,Banner-Elk,Banner%20Elk%2C%20,North-Carolina,NO,Banner%20Elk%2C%20NO,https://www.airbnb.com/s/Banner-Elk--North-Carolina--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Banner%20Elk%2C%20NO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Banner-Elk--North-Carolina--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Banner%20Elk%2C%20NO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
268,Sugarbush,Warren,Warren%2C%20,Vermont,VE,Warren%2C%20VE,https://www.airbnb.com/s/Warren--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Warren%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Warren--Vermont--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Warren%2C%20VE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
269,Sugarloaf,Carrabassett-Valley,Carrabassett%20Valley%2C%20,Maine,MA,Carrabassett%20Valley%2C%20MA,https://www.airbnb.com/s/Carrabassett-Valley--Maine--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Carrabassett%20Valley%2C%20MA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Carrabassett-Valley--Maine--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Carrabassett%20Valley%2C%20MA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
270,The Summit at Snoqualmie,Snoquale-Pass,Snoquale%20Pass%2C%20,Washington,WA,Snoquale%20Pass%2C%20WA,https://www.airbnb.com/s/Snoquale-Pass--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Snoquale%20Pass%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Snoquale-Pass--Washington--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Snoquale%20Pass%2C%20WA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
271,Sun Valley,Sun-Valley,Sun%20Valley%2C%20,Idaho,ID,Sun%20Valley%2C%20ID,https://www.airbnb.com/s/Sun-Valley--Idaho--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Sun%20Valley%2C%20ID&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Sun-Valley--Idaho--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Sun%20Valley%2C%20ID&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
272,Sunburst,Kewaskum,Kewaskum%2C%20,Wisconsin,WI,Kewaskum%2C%20WI,https://www.airbnb.com/s/Kewaskum--Wisconsin--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Kewaskum%2C%20WI&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Kewaskum--Wisconsin--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Kewaskum%2C%20WI&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
273,Sundance,Sundance,Sundance%2C%20,Utah,UT,Sundance%2C%20UT,https://www.airbnb.com/s/Sundance--Utah--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Sundance%2C%20UT&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Sundance--Utah--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Sundance%2C%20UT&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
274,Sunday River,Newry,Newry%2C%20,Maine,MA,Newry%2C%20MA,https://www.airbnb.com/s/Newry--Maine--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Newry%2C%20MA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Newry--Maine--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Newry%2C%20MA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
275,Sundown Mountain,Dubuque,Dubuque%2C%20,Iowa,IO,Dubuque%2C%20IO,https://www.airbnb.com/s/Dubuque--Iowa--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Dubuque%2C%20IO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Dubuque--Iowa--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Dubuque%2C%20IO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
276,Sunlight Mountain,Glenwood-Springs,Glenwood%20Springs%2C%20,Colorado,CO,Glenwood%20Springs%2C%20CO,https://www.airbnb.com/s/Glenwood-Springs--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Glenwood%20Springs%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Glenwood-Springs--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Glenwood%20Springs%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
277,Sunrise Park,Greer,Greer%2C%20,Arizona,AR,Greer%2C%20AR,https://www.airbnb.com/s/Greer--Arizona--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Greer%2C%20AR&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Greer--Arizona--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Greer%2C%20AR&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
278,Swain,Swain,Swain%2C%20,New-York,NE,Swain%2C%20NE,https://www.airbnb.com/s/Swain--New-York--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Swain%2C%20NE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Swain--New-York--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Swain%2C%20NE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
279,Swiss Valley,Jones,Jones%2C%20,Michigan,MI,Jones%2C%20MI,https://www.airbnb.com/s/Jones--Michigan--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Jones%2C%20MI&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Jones--Michigan--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Jones%2C%20MI&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
280,Tahoe Donner,Truckee,Truckee%2C%20,California,CA,Truckee%2C%20CA,https://www.airbnb.com/s/Truckee--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Truckee%2C%20CA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Truckee--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Truckee%2C%20CA&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
281,Tamarack,Tamark,Tamark%2C%20,Idaho,ID,Tamark%2C%20ID,https://www.airbnb.com/s/Tamark--Idaho--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Tamark%2C%20ID&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Tamark--Idaho--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Tamark%2C%20ID&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
282,Taos Ski Valley,Taos-Ski-Valley,Taos%20Ski%20Valley%2C%20,New-Mexico,NE,Taos%20Ski%20Valley%2C%20NE,https://www.airbnb.com/s/Taos-Ski-Valley--New-Mexico--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Taos%20Ski%20Valley%2C%20NE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Taos-Ski-Valley--New-Mexico--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Taos%20Ski%20Valley%2C%20NE&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
283,Telluride,Telluride,Telluride%2C%20,Colorado,CO,Telluride%2C%20CO,https://www.airbnb.com/s/Telluride--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Telluride%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click,https://www.airbnb.com/s/Telluride--Colorado--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&monthly_start_date=2023-06-01&monthly_length=3&price_filter_input_type=0&price_filter_num_nights=5&channel=EXPLORE&query=Telluride%2C%20CO&date_picker_type=flexible_dates&flexible_trip_dates%5B%5D=december&adults=4&source=structured_search_input_header&search_type=autocomplete_click&federated_search_session_id=84975d1b-960f-4fee-8b4e-9c6bb8f18a2c&pagination_search=true&cursor=eyJzZWN0aW9uX29mZnNldCI6MywiaXRlbXNfb2Zmc2V0IjoxOCwidmVyc2lvbiI6MX0%3D
